Filename,image_path,Label
0425_jpg.rf.4ec120467494a0128b10e899a88f69ac_0007.jpg,WEED6C_crops/0425_jpg.rf.4ec120467494a0128b10e899a88f69ac_0007.jpg,1
0262_jpg.rf.f1ff50f357ac413bcfba75ad3619d77d_0005.jpg,WEED6C_crops/0262_jpg.rf.f1ff50f357ac413bcfba75ad3619d77d_0005.jpg,0
0705_jpg.rf.55bd3a8d1a2d5ae6e73c63b49a1c1d5a_0001.jpg,WEED6C_crops/0705_jpg.rf.55bd3a8d1a2d5ae6e73c63b49a1c1d5a_0001.jpg,1
1079_jpg.rf.4a1142b568308b555d237a4cc8ccb526_0001.jpg,WEED6C_crops/1079_jpg.rf.4a1142b568308b555d237a4cc8ccb526_0001.jpg,2
0464_jpg.rf.1f7ce6f5f06cf0d67b0b3a89f8c3e12f_0002.jpg,WEED6C_crops/0464_jpg.rf.1f7ce6f5f06cf0d67b0b3a89f8c3e12f_0002.jpg,3
1380_jpg.rf.c17524f4eb123d41b596e05bb2c20b30_0014.jpg,WEED6C_crops/1380_jpg.rf.c17524f4eb123d41b596e05bb2c20b30_0014.jpg,4
0855_jpg.rf.c3864326bbe207814bd73e53a801ac40_0010.jpg,WEED6C_crops/0855_jpg.rf.c3864326bbe207814bd73e53a801ac40_0010.jpg,0
0439_jpg.rf.b4c2da5ea08ffdf35ec3e59a4c613e8b_0005.jpg,WEED6C_crops/0439_jpg.rf.b4c2da5ea08ffdf35ec3e59a4c613e8b_0005.jpg,0
1383_jpg.rf.774d8f8762ff9dbe26c5db3a3e211276_0006.jpg,WEED6C_crops/1383_jpg.rf.774d8f8762ff9dbe26c5db3a3e211276_0006.jpg,4
0936_jpg.rf.a71f181dbe547bf235bace8cc27390ce_0001.jpg,WEED6C_crops/0936_jpg.rf.a71f181dbe547bf235bace8cc27390ce_0001.jpg,3
1315_jpg.rf.0b8085935589ebdedc6aafe2eeb83a84_0013.jpg,WEED6C_crops/1315_jpg.rf.0b8085935589ebdedc6aafe2eeb83a84_0013.jpg,4
0499_jpg.rf.294a1d78d88b55aaa6021cc26250ccb2_0001.jpg,WEED6C_crops/0499_jpg.rf.294a1d78d88b55aaa6021cc26250ccb2_0001.jpg,3
1303_jpg.rf.8f30bd948ef635a90243d4eb022d379b_0007.jpg,WEED6C_crops/1303_jpg.rf.8f30bd948ef635a90243d4eb022d379b_0007.jpg,4
1288_jpg.rf.d40235d2f4f29325219dc65890953ef4_0004.jpg,WEED6C_crops/1288_jpg.rf.d40235d2f4f29325219dc65890953ef4_0004.jpg,4
0891_jpg.rf.b37d326d10d2971adb95e49e3dc25237_0005.jpg,WEED6C_crops/0891_jpg.rf.b37d326d10d2971adb95e49e3dc25237_0005.jpg,3
0351_jpg.rf.0a701bdb43cd1fc757bc28789adc90f3_0011.jpg,WEED6C_crops/0351_jpg.rf.0a701bdb43cd1fc757bc28789adc90f3_0011.jpg,3
0729_jpg.rf.48d6f97e83983e1bd5f84a7c10e20131_0004.jpg,WEED6C_crops/0729_jpg.rf.48d6f97e83983e1bd5f84a7c10e20131_0004.jpg,1
0362_jpg.rf.d5442bc15d85d46636b2e635eec3d8bd_0003.jpg,WEED6C_crops/0362_jpg.rf.d5442bc15d85d46636b2e635eec3d8bd_0003.jpg,1
0900_jpg.rf.56951d91454a0ff447573f36d7686c67_0009.jpg,WEED6C_crops/0900_jpg.rf.56951d91454a0ff447573f36d7686c67_0009.jpg,3
0176_jpg.rf.e605e3cef9786986db92605ed842b82b_0001.jpg,WEED6C_crops/0176_jpg.rf.e605e3cef9786986db92605ed842b82b_0001.jpg,0
1379_jpg.rf.51eb6739e53299f2ac6115b3c694bde0_0008.jpg,WEED6C_crops/1379_jpg.rf.51eb6739e53299f2ac6115b3c694bde0_0008.jpg,4
0272_jpg.rf.5a9e2d55fbac5b624c22a75911b0f5de_0013.jpg,WEED6C_crops/0272_jpg.rf.5a9e2d55fbac5b624c22a75911b0f5de_0013.jpg,0
0798_jpg.rf.dc748db6dae1b8df8027b6f3d86ff4f6_0003.jpg,WEED6C_crops/0798_jpg.rf.dc748db6dae1b8df8027b6f3d86ff4f6_0003.jpg,0
0438_jpg.rf.4655baba31910e7686268cca0c4dbd4d_0003.jpg,WEED6C_crops/0438_jpg.rf.4655baba31910e7686268cca0c4dbd4d_0003.jpg,3
0242_jpg.rf.52800b665a2b860fd527febaee511016_0017.jpg,WEED6C_crops/0242_jpg.rf.52800b665a2b860fd527febaee511016_0017.jpg,0
0678_jpg.rf.a9f739d22c3ed0d7934f4f807e211956_0005.jpg,WEED6C_crops/0678_jpg.rf.a9f739d22c3ed0d7934f4f807e211956_0005.jpg,3
1285_jpg.rf.8c5370f95c282daae379485a007ec7bd_0003.jpg,WEED6C_crops/1285_jpg.rf.8c5370f95c282daae379485a007ec7bd_0003.jpg,4
0284_jpg.rf.c2b8611e73ffa1a24090fdc1a431bce4_0001.jpg,WEED6C_crops/0284_jpg.rf.c2b8611e73ffa1a24090fdc1a431bce4_0001.jpg,1
1240_jpg.rf.e1ad20f0f2011d323769409c17d77863_0022.jpg,WEED6C_crops/1240_jpg.rf.e1ad20f0f2011d323769409c17d77863_0022.jpg,4
0369_jpg.rf.c751bcaa54313500b1f312b5b158c3cf_0007.jpg,WEED6C_crops/0369_jpg.rf.c751bcaa54313500b1f312b5b158c3cf_0007.jpg,1
0506_jpg.rf.3852beebeba29ea8a7ac1b89b1607f98_0001.jpg,WEED6C_crops/0506_jpg.rf.3852beebeba29ea8a7ac1b89b1607f98_0001.jpg,3
0505_jpg.rf.b45595353ea46559104d8819bba28ae4_0006.jpg,WEED6C_crops/0505_jpg.rf.b45595353ea46559104d8819bba28ae4_0006.jpg,3
0366_jpg.rf.5abc3a3fadbd245bf7e5e68f70a02606_0007.jpg,WEED6C_crops/0366_jpg.rf.5abc3a3fadbd245bf7e5e68f70a02606_0007.jpg,3
0533_jpg.rf.604081795b4fc0163b58e3ea7ba400ae_0004.jpg,WEED6C_crops/0533_jpg.rf.604081795b4fc0163b58e3ea7ba400ae_0004.jpg,3
1251_jpg.rf.ca084f91ecb665ac4961e3dca9f42efd_0006.jpg,WEED6C_crops/1251_jpg.rf.ca084f91ecb665ac4961e3dca9f42efd_0006.jpg,1
0265_jpg.rf.580f9d93192f17e1b8d7a590f39d8ade_0001.jpg,WEED6C_crops/0265_jpg.rf.580f9d93192f17e1b8d7a590f39d8ade_0001.jpg,1
1296_jpg.rf.0c437bc165571cd0590e77bf88763adf_0022.jpg,WEED6C_crops/1296_jpg.rf.0c437bc165571cd0590e77bf88763adf_0022.jpg,4
0706_jpg.rf.4194c5fa73108322c2b03134bbb91741_0003.jpg,WEED6C_crops/0706_jpg.rf.4194c5fa73108322c2b03134bbb91741_0003.jpg,0
0831_jpg.rf.d9b5396051735be26e9dffc2d88e5a86_0012.jpg,WEED6C_crops/0831_jpg.rf.d9b5396051735be26e9dffc2d88e5a86_0012.jpg,1
0038_jpg.rf.1d04df4ef2a238c65150b040407a7ecd_0001.jpg,WEED6C_crops/0038_jpg.rf.1d04df4ef2a238c65150b040407a7ecd_0001.jpg,5
1362_jpg.rf.ab5fc04e9f26ec91359122ba4c109436_0039.jpg,WEED6C_crops/1362_jpg.rf.ab5fc04e9f26ec91359122ba4c109436_0039.jpg,4
0271_jpg.rf.a6f785cce1915aed1f4696a67689f20a_0009.jpg,WEED6C_crops/0271_jpg.rf.a6f785cce1915aed1f4696a67689f20a_0009.jpg,0
0431_jpg.rf.1c65aec2026a59bc87417af5004af50a_0003.jpg,WEED6C_crops/0431_jpg.rf.1c65aec2026a59bc87417af5004af50a_0003.jpg,1
1249_jpg.rf.e1efe2270f002b51f4715161251b6365_0014.jpg,WEED6C_crops/1249_jpg.rf.e1efe2270f002b51f4715161251b6365_0014.jpg,4
0201_jpg.rf.8f0b3f84d9965355a89d1261e8ae3d03_0007.jpg,WEED6C_crops/0201_jpg.rf.8f0b3f84d9965355a89d1261e8ae3d03_0007.jpg,0
0586_jpg.rf.a4ec1eb4b013880bef3e4433eab84c0b_0004.jpg,WEED6C_crops/0586_jpg.rf.a4ec1eb4b013880bef3e4433eab84c0b_0004.jpg,3
1105_jpg.rf.32f22b5811d7df9e3063138d8e7c411a_0001.jpg,WEED6C_crops/1105_jpg.rf.32f22b5811d7df9e3063138d8e7c411a_0001.jpg,2
1023_jpg.rf.2371f091fb5a48755ea09af15e4e554f_0002.jpg,WEED6C_crops/1023_jpg.rf.2371f091fb5a48755ea09af15e4e554f_0002.jpg,0
0348_jpg.rf.8adcfa747d63c6198e8066a5acfd0023_0001.jpg,WEED6C_crops/0348_jpg.rf.8adcfa747d63c6198e8066a5acfd0023_0001.jpg,1
0763_jpg.rf.42c83938e0d1a2e45276817118afd8df_0001.jpg,WEED6C_crops/0763_jpg.rf.42c83938e0d1a2e45276817118afd8df_0001.jpg,2
0428_jpg.rf.d829eb4d8d011a1ea1166349e797a873_0003.jpg,WEED6C_crops/0428_jpg.rf.d829eb4d8d011a1ea1166349e797a873_0003.jpg,1
0481_jpg.rf.9eb7edb9fdbec6823d3c5930fdec5043_0006.jpg,WEED6C_crops/0481_jpg.rf.9eb7edb9fdbec6823d3c5930fdec5043_0006.jpg,0
1230_jpg.rf.60caad5b3d36a901c24668ddacd2f112_0015.jpg,WEED6C_crops/1230_jpg.rf.60caad5b3d36a901c24668ddacd2f112_0015.jpg,0
0239_jpg.rf.bffa3bfce44d84b05adb8e3e3cab980f_0006.jpg,WEED6C_crops/0239_jpg.rf.bffa3bfce44d84b05adb8e3e3cab980f_0006.jpg,3
0885_jpg.rf.664ea7b25e783b6731a9e46274bc979c_0009.jpg,WEED6C_crops/0885_jpg.rf.664ea7b25e783b6731a9e46274bc979c_0009.jpg,3
1305_jpg.rf.443512b37c4cb64236dc2fdc570ded6d_0020.jpg,WEED6C_crops/1305_jpg.rf.443512b37c4cb64236dc2fdc570ded6d_0020.jpg,4
0600_jpg.rf.cce8e3eda50efb97b7117af66ca86657_0007.jpg,WEED6C_crops/0600_jpg.rf.cce8e3eda50efb97b7117af66ca86657_0007.jpg,3
1228_jpg.rf.3a6e1d55fd194952bef3ad055644cc66_0023.jpg,WEED6C_crops/1228_jpg.rf.3a6e1d55fd194952bef3ad055644cc66_0023.jpg,1
1303_jpg.rf.8f30bd948ef635a90243d4eb022d379b_0025.jpg,WEED6C_crops/1303_jpg.rf.8f30bd948ef635a90243d4eb022d379b_0025.jpg,4
1374_jpg.rf.6c64883712d67a3ad448ca10c0398308_0017.jpg,WEED6C_crops/1374_jpg.rf.6c64883712d67a3ad448ca10c0398308_0017.jpg,4
0677_jpg.rf.6945118841865e33b5b6390a7495d13b_0002.jpg,WEED6C_crops/0677_jpg.rf.6945118841865e33b5b6390a7495d13b_0002.jpg,0
0015_jpg.rf.fbc4b8226be632971109efb43917ac60_0001.jpg,WEED6C_crops/0015_jpg.rf.fbc4b8226be632971109efb43917ac60_0001.jpg,5
0336_jpg.rf.c36e08c51649b8492e62de070db20184_0001.jpg,WEED6C_crops/0336_jpg.rf.c36e08c51649b8492e62de070db20184_0001.jpg,1
0334_jpg.rf.b89158792ac6873fac9d3fa05614ddf3_0009.jpg,WEED6C_crops/0334_jpg.rf.b89158792ac6873fac9d3fa05614ddf3_0009.jpg,3
1314_jpg.rf.026df1d2420a72903e8aa30534cca72c_0018.jpg,WEED6C_crops/1314_jpg.rf.026df1d2420a72903e8aa30534cca72c_0018.jpg,4
0397_jpg.rf.bb3e2d20e5dd2bd0c433f0ca56e8cc5a_0001.jpg,WEED6C_crops/0397_jpg.rf.bb3e2d20e5dd2bd0c433f0ca56e8cc5a_0001.jpg,2
1369_jpg.rf.b115facc4e1a8ff9927fa196a84b853d_0047.jpg,WEED6C_crops/1369_jpg.rf.b115facc4e1a8ff9927fa196a84b853d_0047.jpg,4
0282_jpg.rf.903c6855cfaa6190be3ecefb5d6c9bc1_0009.jpg,WEED6C_crops/0282_jpg.rf.903c6855cfaa6190be3ecefb5d6c9bc1_0009.jpg,3
1305_jpg.rf.443512b37c4cb64236dc2fdc570ded6d_0037.jpg,WEED6C_crops/1305_jpg.rf.443512b37c4cb64236dc2fdc570ded6d_0037.jpg,4
1241_jpg.rf.a5be0ca237cc5fdf5c86f10349dafb96_0035.jpg,WEED6C_crops/1241_jpg.rf.a5be0ca237cc5fdf5c86f10349dafb96_0035.jpg,4
1362_jpg.rf.ab5fc04e9f26ec91359122ba4c109436_0033.jpg,WEED6C_crops/1362_jpg.rf.ab5fc04e9f26ec91359122ba4c109436_0033.jpg,4
0112_jpg.rf.7bd8ad34f07ba8b06cfe58a2e727add5_0001.jpg,WEED6C_crops/0112_jpg.rf.7bd8ad34f07ba8b06cfe58a2e727add5_0001.jpg,5
1024_jpg.rf.04ea6401ce69833a5758405371de2f05_0002.jpg,WEED6C_crops/1024_jpg.rf.04ea6401ce69833a5758405371de2f05_0002.jpg,0
0830_jpg.rf.8781b961273330d6d6176c9d9e45393a_0012.jpg,WEED6C_crops/0830_jpg.rf.8781b961273330d6d6176c9d9e45393a_0012.jpg,1
0667_jpg.rf.84f7e664dfc91e5db894dcbd701196cb_0005.jpg,WEED6C_crops/0667_jpg.rf.84f7e664dfc91e5db894dcbd701196cb_0005.jpg,0
0370_jpg.rf.4fcf8e6b3e2ed18719e053c056f93bdb_0005.jpg,WEED6C_crops/0370_jpg.rf.4fcf8e6b3e2ed18719e053c056f93bdb_0005.jpg,3
0539_jpg.rf.852b9bb7d42e9fbd00b32242d0549956_0007.jpg,WEED6C_crops/0539_jpg.rf.852b9bb7d42e9fbd00b32242d0549956_0007.jpg,0
0344_jpg.rf.4a97765e72c07da85f2aa8141afbc4d4_0003.jpg,WEED6C_crops/0344_jpg.rf.4a97765e72c07da85f2aa8141afbc4d4_0003.jpg,3
0099_jpg.rf.b919397efe6b8b48233d4fd7ef548263_0001.jpg,WEED6C_crops/0099_jpg.rf.b919397efe6b8b48233d4fd7ef548263_0001.jpg,5
1384_jpg.rf.afcd8b0134972419b998849c6733c7a3_0007.jpg,WEED6C_crops/1384_jpg.rf.afcd8b0134972419b998849c6733c7a3_0007.jpg,4
1244_jpg.rf.83560aef67ff7ed166c6d632988b171e_0007.jpg,WEED6C_crops/1244_jpg.rf.83560aef67ff7ed166c6d632988b171e_0007.jpg,4
0856_jpg.rf.55d3bc35cbf75a8f3de29e1c6297a5f2_0004.jpg,WEED6C_crops/0856_jpg.rf.55d3bc35cbf75a8f3de29e1c6297a5f2_0004.jpg,1
0784_jpg.rf.c4451af5603dde6f7d82b2b4c02b3210_0001.jpg,WEED6C_crops/0784_jpg.rf.c4451af5603dde6f7d82b2b4c02b3210_0001.jpg,3
1371_jpg.rf.a6456e830a9f9304e2912a0bfb2abda4_0008.jpg,WEED6C_crops/1371_jpg.rf.a6456e830a9f9304e2912a0bfb2abda4_0008.jpg,4
0637_jpg.rf.5d2427b360178023944c6f8bf29bec85_0004.jpg,WEED6C_crops/0637_jpg.rf.5d2427b360178023944c6f8bf29bec85_0004.jpg,3
0376_jpg.rf.6cd0c61dcecc80d6794b8fd0cb7a2c07_0005.jpg,WEED6C_crops/0376_jpg.rf.6cd0c61dcecc80d6794b8fd0cb7a2c07_0005.jpg,3
1315_jpg.rf.0b8085935589ebdedc6aafe2eeb83a84_0007.jpg,WEED6C_crops/1315_jpg.rf.0b8085935589ebdedc6aafe2eeb83a84_0007.jpg,4
0992_jpg.rf.eae2fd40c17f36bff900d2f45d437399_0001.jpg,WEED6C_crops/0992_jpg.rf.eae2fd40c17f36bff900d2f45d437399_0001.jpg,3
0604_jpg.rf.b732286c8565a461ffedafaa010eea7a_0003.jpg,WEED6C_crops/0604_jpg.rf.b732286c8565a461ffedafaa010eea7a_0003.jpg,3
0526_jpg.rf.d2af319c86f8d0557fd8ae4d28567779_0004.jpg,WEED6C_crops/0526_jpg.rf.d2af319c86f8d0557fd8ae4d28567779_0004.jpg,0
1305_jpg.rf.443512b37c4cb64236dc2fdc570ded6d_0042.jpg,WEED6C_crops/1305_jpg.rf.443512b37c4cb64236dc2fdc570ded6d_0042.jpg,4
1232_jpg.rf.6a70f87f86c34e215d593fa33bdb4046_0016.jpg,WEED6C_crops/1232_jpg.rf.6a70f87f86c34e215d593fa33bdb4046_0016.jpg,1
0362_jpg.rf.d5442bc15d85d46636b2e635eec3d8bd_0010.jpg,WEED6C_crops/0362_jpg.rf.d5442bc15d85d46636b2e635eec3d8bd_0010.jpg,0
0511_jpg.rf.1e91498a93a29569b63edec9b7d74c6c_0001.jpg,WEED6C_crops/0511_jpg.rf.1e91498a93a29569b63edec9b7d74c6c_0001.jpg,1
1052_jpg.rf.95f4bea90df7aa479be8989ce06c45e2_0004.jpg,WEED6C_crops/1052_jpg.rf.95f4bea90df7aa479be8989ce06c45e2_0004.jpg,2
1364_jpg.rf.83d1b91ffdd68ab08b0f5031bb41761b_0044.jpg,WEED6C_crops/1364_jpg.rf.83d1b91ffdd68ab08b0f5031bb41761b_0044.jpg,4
1294_jpg.rf.99a6afbaff3de0db6ad09e909b9845eb_0002.jpg,WEED6C_crops/1294_jpg.rf.99a6afbaff3de0db6ad09e909b9845eb_0002.jpg,4
0839_jpg.rf.5576dd4d342fc9fcb99e33fe18e59c9f_0009.jpg,WEED6C_crops/0839_jpg.rf.5576dd4d342fc9fcb99e33fe18e59c9f_0009.jpg,3
0178_jpg.rf.90939d63f53852b6b578bd7e92d17c83_0003.jpg,WEED6C_crops/0178_jpg.rf.90939d63f53852b6b578bd7e92d17c83_0003.jpg,3
0608_jpg.rf.ce8ab767ce29ae0b79477d7e2582026e_0004.jpg,WEED6C_crops/0608_jpg.rf.ce8ab767ce29ae0b79477d7e2582026e_0004.jpg,3
1304_jpg.rf.bdabd9792ab23d3924d6e3d26f3aec06_0045.jpg,WEED6C_crops/1304_jpg.rf.bdabd9792ab23d3924d6e3d26f3aec06_0045.jpg,4
1342_jpg.rf.5ba11aacf5cc1306e3de9786d203418e_0004.jpg,WEED6C_crops/1342_jpg.rf.5ba11aacf5cc1306e3de9786d203418e_0004.jpg,4
1233_jpg.rf.a9ad2187477d12adf58c20e898c06211_0015.jpg,WEED6C_crops/1233_jpg.rf.a9ad2187477d12adf58c20e898c06211_0015.jpg,4
1300_jpg.rf.c8a7b7da90c3a7f70a2e39b8ca47e4fd_0011.jpg,WEED6C_crops/1300_jpg.rf.c8a7b7da90c3a7f70a2e39b8ca47e4fd_0011.jpg,1
0692_jpg.rf.3e63ffcc62ea44d1a4bd08458b8fa9b8_0005.jpg,WEED6C_crops/0692_jpg.rf.3e63ffcc62ea44d1a4bd08458b8fa9b8_0005.jpg,3
0292_jpg.rf.6a50c1ede4f6200fe42989cb1ee3177d_0011.jpg,WEED6C_crops/0292_jpg.rf.6a50c1ede4f6200fe42989cb1ee3177d_0011.jpg,0
1251_jpg.rf.ca084f91ecb665ac4961e3dca9f42efd_0020.jpg,WEED6C_crops/1251_jpg.rf.ca084f91ecb665ac4961e3dca9f42efd_0020.jpg,4
0901_jpg.rf.a3de89769366e7b5ca0b3e800cc66ccf_0008.jpg,WEED6C_crops/0901_jpg.rf.a3de89769366e7b5ca0b3e800cc66ccf_0008.jpg,3
0569_jpg.rf.063fbb3cbf19f5fedd740689e1a42436_0004.jpg,WEED6C_crops/0569_jpg.rf.063fbb3cbf19f5fedd740689e1a42436_0004.jpg,3
0369_jpg.rf.c751bcaa54313500b1f312b5b158c3cf_0009.jpg,WEED6C_crops/0369_jpg.rf.c751bcaa54313500b1f312b5b158c3cf_0009.jpg,0
1152_jpg.rf.407b7a9c1412a3fbd70690df12a8b8a3_0001.jpg,WEED6C_crops/1152_jpg.rf.407b7a9c1412a3fbd70690df12a8b8a3_0001.jpg,2
1259_jpg.rf.0167b645cb0006baa012cf610d53ebdd_0003.jpg,WEED6C_crops/1259_jpg.rf.0167b645cb0006baa012cf610d53ebdd_0003.jpg,4
0129_jpg.rf.d61db53176d5f462e492a47cb441c327_0001.jpg,WEED6C_crops/0129_jpg.rf.d61db53176d5f462e492a47cb441c327_0001.jpg,5
0200_jpg.rf.6b4e37f11081d4c5099202dd17e1b969_0013.jpg,WEED6C_crops/0200_jpg.rf.6b4e37f11081d4c5099202dd17e1b969_0013.jpg,0
1364_jpg.rf.83d1b91ffdd68ab08b0f5031bb41761b_0013.jpg,WEED6C_crops/1364_jpg.rf.83d1b91ffdd68ab08b0f5031bb41761b_0013.jpg,4
0531_jpg.rf.954a68cf5159a68593fbc8bb2661556d_0001.jpg,WEED6C_crops/0531_jpg.rf.954a68cf5159a68593fbc8bb2661556d_0001.jpg,2
1369_jpg.rf.b115facc4e1a8ff9927fa196a84b853d_0044.jpg,WEED6C_crops/1369_jpg.rf.b115facc4e1a8ff9927fa196a84b853d_0044.jpg,4
1008_jpg.rf.aea4a56fce3193f5656694636ce06801_0001.jpg,WEED6C_crops/1008_jpg.rf.aea4a56fce3193f5656694636ce06801_0001.jpg,0
1350_jpg.rf.c4e3678c0fb3792d81765cc98b2c9760_0007.jpg,WEED6C_crops/1350_jpg.rf.c4e3678c0fb3792d81765cc98b2c9760_0007.jpg,4
0356_jpg.rf.304e18f543bd7e04bb9b4f750bb7ecda_0012.jpg,WEED6C_crops/0356_jpg.rf.304e18f543bd7e04bb9b4f750bb7ecda_0012.jpg,0
